name,address,city,state,zip,county,latitude,longitude
Watts School of Nursing,2828 Croadsaile Drive Suite 200,Durham,NC,27705,Durham,36.027649,-78.9413
Adult and Community Education-Hudson,2323 Lexington Avenue,Columbus,OH,43211,Franklin,40.012851,-82.980603
Western Piedmont Community College,1001 Burkemont Ave,Morganton,NC,28655,Burke,35.722876,-81.687345
Carson-Newman University,1646 S Russell Ave,Jefferson City,TN,37760,Jefferson,36.121567,-83.492811
Hiram College,Hinsdale Hall Third Floor,Hiram,OH,44234,Portage,41.310998,-81.141552
Carolina Christian College,4209 Indiana Avenue,Winston Salem,NC,27105,Forsyth,36.148443,-80.192792
Chattanooga State Community College,4501 Amnicola Hwy,Chattanooga,TN,37406,Hamilton,35.100202,-85.237389
Hocking College,3301 Hocking Parkway,Nelsonville,OH,45764,Athens,39.443298,-82.221749
Columbia State Community College,1665 Hampshire Pike,Columbia,TN,38401,Maury,35.616757,-87.101917
Ross Medical Education Center,"11590 Century Boulevard, Suite 210",Cincinnati,OH,45246,Hamilton,39.285832,-84.452925
Chattanooga College Medical Dental and Technical Careers,3805 Brainerd Rd,Chattanooga,TN,37411,Hamilton,35.022877,-85.242075
International College of Broadcasting,6 S Smithville Rd,Dayton,OH,45431,Montgomery,39.764986,-84.137499
Tennessee Technology Center at Elizabethton,426 Highway 91,Elizabethton,TN,37643,Carter,36.366083,-82.178011
ITT Technical Institute-Dayton,3325 Stop Eight Rd,Dayton,OH,45414,Montgomery,39.835671,-84.187389
Fayetteville College of Cosmetology Arts and Sciences,201 West College Street,Fayetteville,TN,37334,Lincoln,35.152662,-86.572164
Hondros College,4140 Executive Parkway,Westerville,OH,43081,Franklin,40.084407,-82.901039
Welch College,3606 West End Ave,Nashville,TN,37205,Davidson,36.134633,-86.826158
Casal Aveda Institute,6000 Mahoning Ave,Austintown,OH,44515,Mahoning,41.10196,-80.772812
Jackson State Community College,2046 North Pky,Jackson,TN,38301,Madison,35.645629,-88.782102
Kent State University at Stark,6000 Frank Ave NW,Canton,OH,44720,Stark,40.868568,-81.43731
John A Gupton College,1616 Church St,Nashville,TN,37203,Davidson,36.156603,-86.7948
Kent State University at Tuscarawas,330 University Dr N.E.,New Philadelphia,OH,44663,Tuscarawas,40.467736,-81.407707
Paul Mitchell the School-Nashville,5510 Crossings Circle,Antioch,TN,37013,Davidson,36.037941,-86.641026
Kent State University at Kent,"Executive Office, 2nd Floor Library",Kent,OH,44242,Portage,41.151603,-81.337128
Le Moyne-Owen College,807 Walker Ave,Memphis,TN,38126,Shelby,35.118641,-90.034101
Tennessee Technology Center at Livingston,740 High Tech Dr,Livingston,TN,38570,Overton,36.39594,-85.317248
Kenyon College,Kenyon College,Gambier,OH,43022,Knox,40.376828,-82.396215
Kettering College,3737 Southern Blvd,Kettering,OH,45429,Montgomery,39.695052,-84.192006
Genesis Career College,880-A East 10th Street,Cookeville,TN,38501,Putnam,36.176484,-85.485574
Lake Erie College,391 W Washington St,Painesville,OH,44077,Lake,41.717841,-81.251817
University of Memphis,Southern Avenue,Memphis,TN,38152,Shelby,35.122076,-89.937883
Lakeland Community College,7700 Clocktower Drive,Kirtland,OH,44094,Lake,41.638462,-81.364545
Victory University,255 N Highland,Memphis,TN,38111,Shelby,35.13919,-89.946183
Ohio Business College-Sandusky,5202 Timber Commons Drive,Sandusky,OH,44870,Erie,41.414861,-82.666407
Milligan College,1 Blowers Blvd.,Milligan College,TN,37682,Carter,36.300147,-82.29407
Motlow State Community College,6015 Ledford Mill Road,Tullahoma,TN,37388,Moore,35.365519,-86.299406
Marietta College,Irvine Bldg,Marietta,OH,45750,Washington,39.417638,-81.450038
Plaza Beauty School,4682 Spottswood Ave,Memphis,TN,38117,Shelby,35.112105,-89.90545
Medina County Career Center,1101 W Liberty St,Medina,OH,44256,Medina,41.155104,-81.901592
Rhodes College,2000 North Parkway,Memphis,TN,38112,Shelby,35.154424,-89.989187
Miami University-Middletown,4200 E University Blvd,Middletown,OH,45042,Butler,39.523776,-84.35724
Tennessee Technology Center at Crump,3070 Hwy. 64 West,Crump,TN,38327,Hardin,35.221452,-88.319153
Mount Carmel College of Nursing,127 So.  Davis Ave,Columbus,OH,43222,Franklin,39.957242,-83.020184
Mount Vernon Nazarene University,800 Martinsburg Rd,Mount Vernon,OH,43050,Knox,40.373859,-82.474667
Southwest Tennessee Community College,737 Union Avenue,Memphis,TN,38103,Shelby,35.137577,-90.036543
Sewanee-The University of the South,735 University Avenue,Sewanee,TN,37383,Franklin,35.20443,-85.917772
College of Mount St. Joseph,5701 Delhi Rd,Cincinnati,OH,45233,Hamilton,39.094519,-84.640143
Southern Adventist University,4881 Taylor Cir,Collegedale,TN,37315,Hamilton,35.049136,-85.050878
Zane State College,1555 Newark Rd,Zanesville,OH,43701,Muskingum,39.961387,-82.031769
Tennessee Wesleyan College,204 East College Street,Athens,TN,37303,McMinn,35.445267,-84.592586
Brown Mackie College-North Canton,"4300 Munson Street, NW",Canton,OH,44718,Stark,40.844878,-81.429211
The University of Tennessee at Chattanooga,615 McCallie Ave,Chattanooga,TN,37403,Hamilton,35.048247,-85.299812
National Beauty College,4642 Cleveland Ave NW,Canton,OH,44709,Stark,40.849493,-81.392278
Toledo Public Schools Adult & Continuing Education,1530 NORTH SUPERIOR STREET,Toledo,OH,43604,Lucas,41.660571,-83.519788
The University of Tennessee-Martin,544 University Street,Martin,TN,38238,Weakley,36.340338,-88.864211
University of Northwestern Ohio,1441 N Cable Rd,Lima,OH,45805,Allen,40.76005,-84.150423
New Concepts School of Cosmetology,1412 South Lee Hwy,Cleveland,TN,37311,Bradley,35.15361,-84.895259
Kaplan College-Dayton,2800 East River Road,Dayton,OH,45439,Montgomery,39.71419,-84.225385
Ohio State University-Lima Campus,4240 Campus Dr,Lima,OH,45804,Allen,40.737828,-84.026195
The Spa School,5050 N High,Columbus,OH,43214,Franklin,40.065384,-83.018667
Ohio State School of Cosmetology-Canal Winchester,6077 GENDER ROAD,CANAL WINCHESTER,OH,43110,Franklin,39.854631,-82.830341
Ohio State University-Main Campus,190 N. Oval Mall,Columbus,OH,43210,Franklin,39.999493,-83.008792
Ohio University-Main Campus,020 Chubb Hall,Athens,OH,45701,Athens,39.323839,-82.103503
Ohio Valley College of Technology,15258 State Route 170,East Liverpool,OH,43920,Columbiana,40.657582,-80.574914
Ohio Wesleyan University,61 S Sandusky Street,Delaware,OH,43015,Delaware,40.296603,-83.06997
Otterbein University,1 South Grove Street,Westerville,OH,43081,Franklin,40.125368,-82.936347
Owens Community College,30335 Oregon Rd,Perrysburg,OH,43551,Wood,41.588272,-83.536023
Paramount Beauty Academy,1745 11th St,Portsmouth,OH,45662,Scioto,38.739039,-82.979351
Cuyahoga Valley Career Center,8001 Brecksville Road,Brecksville,OH,44141,Cuyahoga,41.344555,-81.625375
Payne Theological Seminary,1230 Wilberforce-Clifton Rd.,Wilberforce,OH,45384,Greene,39.715286,-83.884871
Professional Skills Institute,1505 Holland Road,Maumee,OH,43528,Lucas,41.584145,-83.67194
Evans Hairstyling College-Cedar City,169 N 100 W,Cedar City,UT,84720,Iron,37.679851,-113.064394
Evans Hairstyling College-St George,955 E Tabernacle,Saint George,UT,84770,Washington,37.108487,-113.56287
Paul Mitchell the School-Salt Lake City,1969 East Murray Holladay Rd,Holiday,UT,84117,Salt Lake,40.666682,-111.835864
Eagle Gate College-Murray,5588 South Green Street,Murray,UT,84123,Salt Lake,40.649984,-111.903609
Everest College-Salt Lake City,3280 W 3500 S,West Valley City,UT,84119,Salt Lake,40.697058,-111.969493
Southern Utah University,351 West University Blvd,Cedar City,UT,84720,Iron,37.674617,-113.070146
Stevens-Henager College-Ogden,1350 W. 1890 S.,West Haven,UT,84401,Weber,41.232847,-112.011617
Stevens-Henager College of Business-Provo,1476 Sandhill Road,Orem,UT,84058,Utah,40.269691,-111.713264
Utah State University,Old Main Hill,Logan,UT,84322,Cache,41.740748,-111.81391
Utah Valley University,800 W University Parkway,Orem,UT,84058,Utah,40.278512,-111.717058
Salt Lake Community College,4600 S Redwood Rd,Salt Lake City,UT,84123,Salt Lake,40.671575,-111.942809
Weber State University,3848 Harrison Blvd,Ogden,UT,84408,Weber,41.19258,-111.94484
Green Mountain College,One Brennan Circle,Poultney,VT,05764,Rutland,43.517134,-73.241107
Marlboro College,2582 South Rd,Marlboro,VT,05344,Windham,42.839603,-72.736552
Middlebury College,Old Chapel,Middlebury,VT,05753,Addison,44.009117,-73.176068
Saint Michael's College,One Winooski Park,Colchester,VT,05439,Chittenden,44.494212,-73.163136
SIT Graduate Institute,Kipling Rd,Brattleboro,VT,05302,Windham,42.891035,-72.56738
Sterling College,16 Sterling Drive,Craftsbury Common,VT,05827,Orleans,44.65225,-72.382372
Vermont State Colleges-Office of the Chancellor,"575 Stone Cutters Way, Suite 1",Montpelier,VT,05602,Washington,44.338044,-72.756166
Vermont Technical College,1 Main Street,Randolph Center,VT,05061,Orange,43.939321,-72.605179
University of Vermont,85 S Prospect St,Burlington,VT,05405,Chittenden,44.479262,-73.198128
SUNY at Albany,1400 Washington Avenue,Albany,NY,12222,Albany,42.686917,-73.825014
SUNY at Binghamton,4400 Vestal Parkway East,Vestal,NY,13850,Broome,42.088049,-75.971143
University at Buffalo,12 Capen Hall,Buffalo,NY,14260,Erie,42.955292,-78.819555
Bar Palma Beauty Careers Academy,3535 D Franklin Rd SW,Roanoke,VA,24014,Roanoke,37.237643,-79.968854
Stony Brook University,310 Administration Building,Stony Brook,NY,11794,Suffolk,40.91554,-73.12112
SUNY Institute of Technology at Utica-Rome,100 Seymour Rd,Utica,NY,13502,Oneida,43.137701,-75.229841
SUNY College at Cortland,"Miller Administration Building, Graham Avenue",Cortland,NY,13045,Cortland,42.597308,-76.191855
SUNY at Fredonia,280 Central Ave,Fredonia,NY,14063,Chautauqua,42.450961,-79.336109
Advanced Technology Institute,5700 Southern Blvd Ste 100,Virginia Beach,VA,23462,Virginia Beach,36.841364,-76.182251
State University of New York at New Paltz,1 Hawk Drive,New Paltz,NY,12561,Ulster,41.737205,-74.088727
College of William and Mary,200 Richmond Road,Williamsburg,VA,23187,Williamsburg,37.273294,-76.719631
SUNY College at Oneonta,Ravine Parkway,Oneonta,NY,13820,Otsego,42.466555,-75.064186
Central School of Practical Nursing,1330 N Millitary Hwy,Norfolk,VA,23502,Norfolk,36.869409,-76.209528
SUNY College at Potsdam,44 Pierrepont Ave,Potsdam,NY,13676,St. Lawrence,44.662862,-74.976889
Suffolk Beauty Academy,860 Portsmouth Blvd,Suffolk,VA,23434,Suffolk,36.73951,-76.563928
Swedish Institute a College of Health Sciences,226 West 26th Street,New York,NY,10001,New York,40.746384,-73.99567
Bryant & Stratton College-Virginia Beach,301 Centre Pointe Dr,Virginia Beach,VA,23462,Virginia Beach,36.82779,-76.138144
Bryant & Stratton College-Richmond,8141 Hull St Rd,North Chesterfield,VA,23235,Chesterfield,37.460414,-77.542139
Syracuse University,"Crouse Hinds Hall, Suite 600",Syracuse,NY,13244,Onondaga,43.039891,-76.13267
Jefferson College of Health Sciences,101 Elm Avenue SE,Roanoke,VA,24013,Roanoke,37.265282,-79.94073
Talmudical Institute of Upstate New York,769 Park Ave,Rochester,NY,14607,Monroe,43.147062,-77.574943
Dabney S Lancaster Community College,1000 Dabney Drive,Clifton Forge,VA,24422,Alleghany,37.812546,-79.85179
Teachers College at Columbia University,525 W 120th St,New York,NY,10027,New York,40.810311,-73.960399
Centura College-Virginia Beach,2697 Dean Dr Ste 100,Virginia Beach,VA,23452,Virginia Beach,36.837641,-76.064503
Torah Temimah Talmudical Seminary,507 Ocean Pky,Brooklyn,NY,11218,Kings,40.635509,-73.971973
Emory & Henry College,30461 Garnand Drive,Emory,VA,24327,Washington,36.772543,-81.831737
Excelsior College,7 Columbia Cir,Albany,NY,12203,Albany,42.704887,-73.862204
George Mason University,4400 University Dr,Fairfax,VA,22030,Fairfax,38.83088,-77.30794
Ulster County Community College,491 Cottekill Rd,Stone Ridge,NY,12484,Ulster,41.851218,-74.128698
Sanford-Brown Institute-New York,"120 E 16th St., 4th Floor",New York,NY,10003,New York,40.735309,-73.987865
Hampden-Sydney College,College Road,Hampden-Sydney,VA,23943,Prince Edward,37.242482,-78.461371
United Talmudical Seminary,191 Rodney St.,Brooklyn,NY,11211,Kings,40.703138,-73.960907
United States Merchant Marine Academy,300 Steamboat Rd,Kings Point,NY,11024,Nassau,40.812154,-73.762534
Hampton University,E Queen Street,Hampton,VA,23668,Hampton,37.021502,-76.331933
Utica College,1600 Burrstone Rd,Utica,NY,13502,Oneida,43.095183,-75.272407
Vassar College,124 Raymond Ave,Poughkeepsie,NY,12604,Dutchess,41.685105,-73.894345
Villa Maria College,240 Pine Ridge Rd,Buffalo,NY,14225,Erie,42.91239,-78.797125
The College of Westchester,325 Central Ave,White Plains,NY,10606,Westchester,41.033687,-73.784404
Seattle Community College-Central Campus,1701 Broadway Avenue,Seattle,WA,98122,King,47.616675,-122.321472
Yeshiva Karlin Stolin,1818 54th St,Brooklyn,NY,11204,Kings,40.624918,-73.983373
J Sargeant Reynolds Community College,1651 E Parham Road,Richmond,VA,23228,Henrico,37.637415,-77.472958
Everest College-Seattle,"2111 N. Northgate Way, Suite 300",Seattle,WA,98133,King,47.708423,-122.333346
James Madison University,800 South Main Street,Harrisonburg,VA,22807,Harrisonburg,38.435332,-78.871663
Yeshivat Mikdash Melech,1326 Ocean Pky,Brooklyn,NY,11230,Kings,40.616427,-73.969614
Seattle University,900 Broadway,Seattle,WA,98122,King,47.610138,-122.3197
Everest College-Newport News,803 Diligence Drive,Newport News,VA,23606,Newport News,37.084342,-76.46524
Yeshiva Derech Chaim,1573 39th St,Brooklyn,NY,11218,Kings,40.636889,-73.979757
Spokane Falls Community College,3410 W Fort George Wright Dr,Spokane,WA,99224,Spokane,47.676741,-117.463538
Suffolk Public Schools-Sentara Obici Hospital School of Practical Nursing,2800  Godwin Blvd,Suffolk,VA,23434,Suffolk,36.773197,-76.580963
Yeshiva of Nitra Rabbinical College,Pines Bridge Road,Mount Kisco,NY,10549,Westchester,41.22085,-73.728423
Stylemaster College of Hair Design,1224 Commerce Ave.,Longview,WA,98632,Cowlitz,46.136018,-122.934592
National College-Salem,1813 E Main St,Salem,VA,24153,Salem,37.299714,-80.023597
Yeshiva Shaar Hatorah,117-06 84 Ave,Kew Gardens,NY,11418,Queens,40.703857,-73.8343
Walla Walla Community College,500 Tausick Way,Walla Walla,WA,99362,Walla Walla,46.078204,-118.278995
New River Community College,5251 College Drive,Dublin,VA,24084,Pulaski,37.105229,-80.696055
Yeshiva University,500 W 185th St,New York,NY,10033,New York,40.8508,-73.928541
Walla Walla University,204 S College Ave,College Place,WA,99324,Walla Walla,46.047,-118.389771
Sentara College of Health Sciences,"1441 Crossways Blvd, Suite 105",Chesapeake,VA,23320,Chesapeake,36.777001,-76.242722
Yeshivath Zichron Moshe,Laurel Park Road,South Fallsburgh,NY,12779,Sullivan,41.730433,-74.621917
Washington State University,French Administration Building,Pullman,WA,99164,Whitman,46.730448,-117.158168
Tidewater Tech-Trades,5301 E Princess Anne Rd,Norfolk,VA,23502,Norfolk,36.872176,-76.219963
The Art Institute of Charlotte,"Three Lakepointe Plaze, 2110 Water Ridge Parkway",Charlotte,NC,28217,Mecklenburg,35.183009,-80.926992
University of Washington-Seattle Campus,1400 NE Campus Parkway,Seattle,WA,98195,King,47.655775,-122.310802
Old Dominion University,5115 Hampton Blvd,Norfolk,VA,23529,Norfolk,36.884919,-76.309653
Everest College-Vancouver,120 NE 136th Ave Ste 130,Vancouver,WA,98684,Clark,45.621523,-122.536462
Yakima Valley Community College,South 16th Ave. & Nob Hill Blvd.,Yakima,WA,98907,Yakima,46.586098,-120.528525
South Piedmont Community College,680 Highway 74 West,Polkton,NC,28135,Anson,35.000312,-80.211087
Appalachian Beauty School,609A Central Avenue,South Williamson,KY,41503,Pike,37.669837,-82.285866
Appalachian State University,Dougherty Administration Building,Boone,NC,28608,Watauga,36.213551,-81.681065
Appalachian Bible College,161 College Drive,Mount Hope,WV,25880,Raleigh,37.853339,-81.20115
Barton College,200 ACC Drive NE,Wilson,NC,27893,Wilson,35.735463,-77.913805
Mountain State University,410 Neville Street,Beckley,WV,25801,Raleigh,37.775935,-81.184029
Bennett College for Women,900 E Washington St,Greensboro,NC,27401,Guilford,36.067531,-79.77998
Ben Franklin Career Center,500 28th St,Dunbar,WV,25064,Kanawha,38.367234,-81.75353
Bladen Community College,7418 NC Hwy 41 West,Dublin,NC,28332,Bladen,34.64609,-78.731749
Blue Ridge Community College,180 West Campus Drive,Flat Rock,NC,28731,Henderson,35.30804,-82.425544
Bethany College,Main Street,Bethany,WV,26032,Brooke,40.205624,-80.561031
Brookstone College-Charlotte,10125 Berkeley Place Drive,Charlotte,NC,28262,Mecklenburg,35.327013,-80.740616
Cabell County Career Technology Center,1035 Norway Ave,Huntington,WV,25705,Cabell,38.403244,-82.372418
Brunswick Community College,50 College Rd,Bolivia,NC,28422,Brunswick,34.038973,-78.22979
Charleston School of Beauty Culture,210 Capitol St,Charleston,WV,25301,Kanawha,38.349945,-81.634583
University of Charleston,"2300 MacCorkle Avenue,  SE",Charleston,WV,25304,Kanawha,38.332133,-81.616694
Campbell University,450 Leslie Campbell Ave,Buies Creek,NC,27506,Harnett,35.409333,-78.739508
HRDE-Stanley Technical Institute-Clarksburg,120 S Linden Ave,Clarksburg,WV,26301,Harrison,39.279099,-80.327956
Cape Fear Community College,411 North Front Street,Wilmington,NC,28401,New Hanover,34.240243,-77.948985
James Rumsey Technical Institute,3274  Hedgesville Road,Martinsburg,WV,25403,Berkeley,39.5328,-77.978583
Ralph R Willis Career and Technical Center,"144 Vocational Road, Three Mile Curve",Stollings,WV,25646,Logan,37.835901,-82.023877
Human Resource Development and Employment Inc,1644 Mileground,Morgantown,WV,26505,Monongalia,39.645683,-79.925671
Marshall University,1 John Marshall Dr,Huntington,WV,25755,Cabell,38.42261,-82.43065
Mercer County Technical Education Center,1397 Stafford Dr,Princeton,WV,24740,Mercer,37.360024,-81.104647
Everest Institute-Cross Lanes,5514 Big Tyler Rd,Cross Lanes,WV,25313,Kanawha,38.422839,-81.789864
Carolina School of Broadcasting,3435 Performance Rd,Charlotte,NC,28214,Mecklenburg,35.255857,-80.983976
Opportunities Industrialization Center-North Central West Virginia,120 Jackson St,Fairmont,WV,26554,Marion,39.485033,-80.144976
